artist,song,album,label,year,isrc,position,spin_id,playlist_id,show,date,playlist_url
Willie Wisely,Doorbells,Turbosherbet,Ella Records,1997,USAYD1400205,27,426246694,21310950,WDSE 1033 The North,"Oct 1, 2025",https://spinitron.com/WDSE/pl/21310950/
Sadkin,Numb (Pins & Needles Mix),Reimagined,(self released),2018,QZ3KJ1600019,28,426246959,21310950,WDSE 1033 The North,"Oct 1, 2025",https://spinitron.com/WDSE/pl/21310950/
Haley Bonar,Money,Golder,Grimsey Records,2011,US4H71104207,29,426247685,21310950,WDSE 1033 The North,"Oct 1, 2025",https://spinitron.com/WDSE/pl/21310950/
Victims of Circumstance,Rave On,"Decades, Vol. 1",Financial Records,2013,TCABK1291595,30,426247843,21310950,WDSE 1033 The North,"Oct 1, 2025",https://spinitron.com/WDSE/pl/21310950/
Big Trouble,You Never Give Me Your Money,Minnesota Beatle Project Vol. 4,Vega Productions,2012,USW2Z1200625,1,426930517,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Shannon Curfman,True Friends,"Loud Guitars, Big Suspicions",SME,1999,USAR19900333,2,426930817,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Erik Koskinen,Pocket Full of Money,Live At the Real Phonic Radio Hour: 2011-2015,Real Phonic Records,2015,USW2Z1500053,3,426931398,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Mark Joseph,Back-Water Blues,Palisade Peach,Mark Joseph Music,2023,USL4R2354375,4,426931948,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Fever Dreamer,Time Is Money,'83,,2013,QMKRM1300040,5,426932861,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Zoo Animal,Kitchen,Young Blood,Waxploitation Records,2019,USHM20874864,6,426933103,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Charlie Parr,Portland Avenue,Portland Avenue,Smithsonian Folkways Recordings,2024,USSF12326201,7,426933885,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
The Pistol Whippin' Party Penguins,Money Tree,Way Back Home,the Pistol Whippin Party Penguins,2014,USHM91474130,8,426934238,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Lanue,Something Sacred,Lanue,Lanue,2021,TCAFI2155579,9,426934374,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Davina and The Vagabonds,Devil Horns,Sugar Drops,Red House Records,2019,USRHR1931303,10,426935137,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
POLIÇA,"Fist, Teeth, Money",Give You The Ghost,mom+pop music,2012,USNY91112308,11,426935365,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
John Gorka,Procrastination Blues,Bright Side of Down,Red House Records,2014,USRHR1427109,12,426935941,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Boxcar,For Madmen Only,For Madmen Only,Boxcar,2024,USL4R2434164,13,426936211,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Rick McLean,$1 Million Country Song,Here's Another Fine Mess,904860 Records DK,2017,QZDA51887266,14,426937214,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Paul Mayasich,Love For Money,Where You Been?,New Folk Records,2006,USY251644645,15,426937373,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
Annie Humphrey,Spirit Horses,The Heron Smiled,Makoché Music,2000,USMRC0016801,16,426938393,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
WILD HORSES,Sioux Falls,Sioux Falls,DISTROKID,2025,QZPLS2517524,17,426938699,21345675,WDSE 1033 The North,"Oct 8, 2025",https://spinitron.com/WDSE/pl/21345675/
The Foxgloves,Speed Queen,Mama Was a Bandit,The Foxgloves,2022,USDWH2277705,1,427615456,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
J.S. Ondara,Pulled Out Of The Market,Folk n’ Roll Vol. 1: Tales Of Isolation,Verve Forecast,2020,USUM72010300,2,427615843,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Social Animals,Way off Here,Way off Here,Independent,2024,TCAIA2442281,3,427616146,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Lucy Michelle & The Velvet Lapelles,Traffic,Orange Peels & Rattlesnakes,Lucy Michelle & The Velvet Lapelle,2008,USHM80890582,4,427616373,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Sarah Morris,The Promise of Maybe,All Mine,AW Records,2020,QM5QP1901006,5,427616570,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Alan Sparhawk,Stranger,Stranger,Subpop Record Group,2025,USSUB2468001,6,427616985,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Annie Humphrey,Personal Saviour,The Light in My Bones,Annie Humphrey,2023,USL4R2326228,7,427617267,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Charlie Parr,Rain,Last of the Better Days Ahead,Smithsonian Folkways Recordings,2021,USSF12124410,8,427617561,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Humbird,Summer Storm For Charlotte,Still Life,Green Thumb,2021,QZEYD2100014,9,427618045,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
The Time,777-9311,What Time Is It?,Warner Rhino Off Roster-Audio,1900,USWB10101217,10,427618788,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Mae Simpson,Sally,Chandelier & Bloom,DISTROKID,2023,QZNWR2370827,11,427619406,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Sara Thomsen,The Ballad of Molly Ivins,Somewhere to Begin,Sara Thomsen,2014,USCGH1468698,12,427619660,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
The Last Revel,Solid Gone,Solid Gone,Hassle House Records,2025,QM4TX2506016,13,427620018,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
John Gorka,Part Of Your Own,Between Five And Seven,SME,1996,USWH19601129,14,427620430,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Maygen & The Birdwatcher,Feel Good,Feel Good,Missing Piece Records,2025,QM6P42520459,15,427620741,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Trampled by Turtles,For Emma,For Emma,Banjodad Records,2025,TCAJB2492792,16,427621245,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Hoopsnakes,Walk Real Slow,Jump in & Hang On,Mouthpiece,1994,,17,427621572,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Dana Thompson,To Hell,Ox,Dana Thompson,2004,USHM90758396,18,427622005,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
The Bitter Spills,The Old Clyde Road,Folksong Favorites,MoFolk Records,2008,USCGJ0812535,19,427622174,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Nur-D,Chunkadelic,CHUNKADELIC,DISTROKID,2025,QZTBF2535215,20,427622634,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Brother Ali,Under the Stars,Satisfied Soul,Mello Music Group,2025,USA2B2404863,21,427622902,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Tweezy,The Life,"The Basement EP, Vol. 1",DoujaBoy,2018,QZCE61848636,22,427623013,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Atmosphere,Yesterday,"When Life Gives You Lemons, You Paint That Shit Gold [Standard Edition]",ADA US,2008,USBWK0700173,23,427623025,21380020,WDSE 1033 The North,"Oct 15, 2025",https://spinitron.com/WDSE/pl/21380020/
Molly Maher,All of the Secrets,Balms of Gilead,House of Mercy Recordings,2007,USHM81450540,1,428306194,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Charlie Parr,Sloth,Little Sun,Smithsonian Folkways Recordings,2024,USSF12326208,2,428306624,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Sleeping Jesus,Far From LA,Far From LA,Groover Obsessions,2025,FXR592402607,3,428306960,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Hippo Campus,traveler,warm glow,Grand Jury (RED),2017,QM5BK1700174,4,428307244,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Early Eyes,Rocket,Look Alive!,Epitaph,2022,USEP42146006,5,428307489,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Gaelynn Lea,This Hunger Won't Leave (Live),The Living Room Sessions: Gaelynn Lea Live,Gaelynn Lea,2020,QZ5342000004,6,428307834,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Dan Wilson,Honey Please,Free Life,American Recordings Catalog P&D,2019,USSM10702874,7,428308495,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Sam Miltich & the Clearwater Hot Club,Tickle Toe,"Just You, Just Me",Clearwater Hot Club Productions,2008,USHM80893601,8,428308876,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Reid Anderson,Thriftstore Jewelry,Prog,Universal Music Group International,2009,GBUM70703092,9,428309327,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Becky Kapell,High on a Hilltop,In It to Win It,Fat Six,2022,QZFYX2249120,10,428309665,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Chris Castino,Minnesota Moon,Fresh Pickles,Calamity Jane Records,2022,QZTAU2124325,11,428309890,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Craig Finn,People Of Substance,People Of Substance,Tamarac,2025,QZNVN2410002,12,428310167,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Poliça,Creepin',Dreams Go,Memphis Industries,2025,GBCSG2500041,13,428310437,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Caroline Smith,Child of Moving On,Half About Being a Woman,United Interests,2013,USA6B1311509,14,428310652,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Jen West,The Scale,The Scale,Jen West,2025,USDY42588317,15,428311031,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
The Honeydogs,Algebra for Broken Hearts,Algebra for Broken Hearts,Jullian Records,2025,QMDJH2451525,16,428311487,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
Ponyfolk,Somewhere To,The Woods Have Shown Us,Hestehus Records,2025,QMAAK2523455,17,428311923,21414679,WDSE 1033 The North,"Oct 22, 2025",https://spinitron.com/WDSE/pl/21414679/
